City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
200,feodosiya,45.0333,35.3833,15.4,61,92,2.56,UA,1697219561
201,tazovsky,67.4667,78.7,-0.06,97,100,7.78,RU,1697219562
202,ebebiyin,2.1511,11.3353,21.1,99,99,1.03,GQ,1697219563
203,kokopo,-4.352,152.2633,25.11,88,88,3.05,PG,1697219563
204,guerrero negro,27.9769,-114.0611,22.14,56,2,1.47,MX,1697219563
205,happy valley-goose bay,53.3168,-60.3315,8.17,93,100,6.69,CA,1697219564
206,ondjiva,-17.0667,15.7333,29.54,17,72,3.73,AO,1697219564
207,saint-pierre,-21.3393,55.4781,22.82,68,75,1.54,RE,1697219564
208,klaksvik,62.2266,-6.589,5.51,97,100,22.37,FO,1697219565
209,westport,41.1415,-73.3579,17.91,52,0,4.63,US,1697219501
210,strezhevoy,60.7333,77.5889,3.31,91,100,3.13,RU,1697219565
211,muroto-misakicho,33.2833,134.15,20.39,60,79,1.1,JP,1697219566
212,saipan,15.1355,145.701,27.39,94,75,2.06,MP,1697219566
213,nyrob,60.733,56.7202,7.43,87,98,5.81,RU,1697219566
214,acarau,-2.8856,-40.12,30.48,62,64,9.35,BR,1697219501
215,claveria,18.6074,121.0832,26.23,83,46,4.29,PH,1697219567
216,manacapuru,-3.2997,-60.6206,37.27,33,43,0.92,BR,1697219493
217,sarov,54.9358,43.3235,7.19,78,6,4.4,RU,1697219568
218,minas de marcona,-15.2119,-75.1103,21.09,56,15,6.41,PE,1697219569
219,axim,4.8699,-2.2405,25.86,88,84,3.35,GH,1697219569
220,sebastopol,44.6,33.5333,17.0,58,100,3.13,UA,1697219569
221,chuguyevka,44.1653,133.8633,7.69,75,21,1.53,RU,1697219570
222,hongqiao,26.7684,112.1081,17.56,69,76,1.09,CN,1697219570
223,ra's bayrut,33.9,35.4833,25.81,65,20,2.06,LB,1697219570
224,malvan,16.0667,73.4667,27.49,80,100,2.24,IN,1697219571
225,las toscas,-28.3529,-59.258,23.24,28,1,4.36,AR,1697219571
226,vernon,50.2581,-119.2691,10.74,71,8,0.0,CA,1697219434
227,amarillo,35.222,-101.8313,15.61,41,0,10.8,US,1697219413
228,zhalantun,48.0,122.7167,8.49,44,1,2.15,CN,1697219572
229,gebeit,21.0667,36.3167,27.33,33,0,2.24,SD,1697219572
230,pauini,-7.7136,-66.9764,37.17,31,100,1.12,BR,1697219573
231,haiku-pauwela,20.9219,-156.3051,25.02,89,20,2.68,US,1697219573
232,tsiombe,-25.3,45.4833,24.37,80,48,1.01,MG,1697219573
233,manadhoo,5.7667,73.3833,26.76,83,100,4.22,MV,1697219574
234,san antonio de pale,-1.4014,5.6325,25.91,80,97,3.27,GQ,1697219574
235,medina,24.4686,39.6142,36.24,6,0,1.03,SA,1697219574
236,nogliki,51.8333,143.1667,11.86,70,67,5.81,RU,1697219575
237,revda,56.801,59.9303,3.42,95,100,6.86,RU,1697219575
238,noosa heads,-26.3833,153.15,20.62,83,13,3.93,AU,1697219575
239,katabu,-4.9333,122.5167,23.42,88,36,1.52,ID,1697219576
240,gadzhiyevo,69.2551,33.3362,1.41,79,76,3.1,RU,1697219576
241,khandud,36.9513,72.318,6.57,72,71,3.28,AF,1697219577
242,hadibu,12.65,54.0333,27.44,75,54,3.23,YE,1697219577
243,yarmouth,41.7057,-70.2286,16.65,64,0,6.26,US,1697219577
244,flying fish cove,-10.4217,105.6791,24.82,88,100,4.63,CX,1697219578
245,motygino,58.1831,94.7592,2.66,90,96,2.24,RU,1697219578
246,horta,38.5333,-28.6333,17.8,94,75,5.81,PT,1697219578
247,guilin,25.2819,110.2864,20.06,72,63,2.14,CN,1697219579
248,ulsteinvik,62.3432,5.8487,7.5,88,99,2.68,NO,1697219579
249,nemuro,43.3236,145.575,13.37,70,0,2.37,JP,1697219580
250,treasure island,27.7692,-82.769,31.27,75,75,4.12,US,1697219580
251,mar del plata,-38.0023,-57.5575,19.01,55,0,5.14,AR,1697219580
252,harnai,30.1005,67.9374,23.96,28,27,2.02,PK,1697219581
253,pemangkat,1.1667,108.9667,27.09,81,100,2.8,ID,1697219581
254,stung treng,13.5259,105.9683,24.04,97,100,0.96,KH,1697219581
255,labuan,5.2767,115.2417,28.2,83,20,0.51,MY,1697219582
256,saynshand,44.8824,110.1163,9.71,35,0,3.97,MN,1697219582
257,manismata,-2.4667,111.0333,23.32,92,25,0.75,ID,1697219582
258,tazacorte,28.629,-17.9293,26.54,78,0,3.6,ES,1697219583
259,punta arenas,-53.15,-70.9167,11.01,53,0,16.98,CL,1697219583
260,tan-tan,28.438,-11.1032,36.97,13,0,4.12,MA,1697219583
261,karratha,-20.7377,116.8463,27.1,38,0,3.74,AU,1697219584
262,longboat key,27.4125,-82.659,32.38,65,20,3.6,US,1697219512
263,luderitz,-26.6481,15.1594,16.99,66,0,11.02,NA,1697219584
264,selfoss,63.9331,-20.9971,-0.59,65,6,7.25,IS,1697219585
265,bubaque,11.2833,-15.8333,27.2,75,100,3.89,GW,1697219585
266,weno,7.4515,151.8468,28.97,84,100,3.6,FM,1697219585
267,harnosand,62.6323,17.9379,7.01,85,100,7.77,SE,1697219586
268,arauquita,7.0292,-71.4281,36.06,40,92,1.42,CO,1697219586
269,qaqortoq,60.7167,-46.0333,5.85,56,20,2.53,GL,1697219586
270,sarishabari,24.7333,89.8333,26.48,65,0,0.95,BD,1697219587
271,piti village,13.4626,144.6933,26.49,90,0,2.57,GU,1697219587
272,njeru,0.4186,33.1731,20.64,77,36,1.32,UG,1697219588
273,tirano,46.2154,10.1679,19.06,86,35,1.26,IT,1697219588
274,nova vicosa,-17.8919,-39.3719,28.18,66,64,7.61,BR,1697219589
275,yelan'-koleno,51.1523,41.2306,8.95,74,34,2.38,RU,1697219589
276,fort st. john,56.2499,-120.8529,5.94,87,20,3.6,CA,1697219321
277,cabo san lucas,22.8909,-109.9124,32.56,64,5,4.6,MX,1697219590
278,tilcara,-23.5776,-65.3509,16.64,20,55,3.83,AR,1697219590
279,quesnel,52.9999,-122.5029,3.28,93,40,0.0,CA,1697219591
280,umatilla,45.5001,-118.5014,13.29,71,0,0.0,US,1697219500
281,palmer,42.1584,-72.3287,17.26,48,20,2.06,US,1697219591
282,berdigestyakh,62.0989,126.6992,-2.06,69,70,5.81,RU,1697219592
283,plastun,44.7561,136.2939,11.72,67,1,2.68,RU,1697219592
284,caleta de carquin,-11.0925,-77.6267,21.4,74,41,3.86,PE,1697219592
285,west bay,19.3667,-81.4167,33.04,66,40,4.63,KY,1697219593
286,kalmunai,7.4167,81.8167,25.28,86,88,4.68,LK,1697219593
287,inyonga,-6.7167,32.0667,27.01,34,47,1.04,TZ,1697219593
288,christchurch,-43.5333,172.6333,14.07,60,99,1.54,NZ,1697219345
289,yulinshi,38.2906,109.7494,12.58,34,0,2.93,CN,1697219594
290,college,64.8569,-147.8028,-2.01,83,75,0.0,US,1697219561
291,kindu,-2.95,25.95,23.72,84,58,1.32,CD,1697219595
292,zapala,-38.8992,-70.0544,17.09,19,93,2.19,AR,1697219595
293,inarajan village,13.2736,144.7484,26.54,95,100,5.57,GU,1697219596
294,serhiyivka,46.0272,30.3768,17.18,72,44,2.31,UA,1697219596
295,daru,-9.0763,143.2092,24.9,91,96,6.17,PG,1697219596
296,hilo,19.7297,-155.09,29.04,86,0,2.57,US,1697219597
297,tamanrasset,22.785,5.5228,25.95,19,40,1.54,DZ,1697219558
298,el granada,37.5027,-122.4694,24.93,60,40,1.54,US,1697219597
299,muli,2.9167,73.5667,27.76,71,63,4.55,MV,1697219598
300,krasnogorskoye,52.2953,86.1979,5.61,88,100,0.46,RU,1697219598
301,swainsboro,32.5974,-82.3337,22.02,89,100,4.4,US,1697219598
302,sault ste. marie,46.5168,-84.3333,12.9,64,0,3.6,CA,1697219402
303,utrik,11.2278,169.8474,27.98,79,45,5.75,MH,1697219599
304,az zuwaytinah,30.9522,20.1202,23.15,65,0,3.93,LY,1697219599
305,fada,9.5667,8.3,24.43,76,62,1.37,NG,1697219600
306,regina,50.4501,-104.6178,10.02,64,75,3.09,CA,1697219551
307,sandnessjoen,66.0217,12.6316,7.06,57,75,3.6,NO,1697219555
308,narrabri,-30.3167,149.7833,11.93,54,4,2.96,AU,1697219601
309,jianshui,23.6363,102.8264,17.56,98,90,0.81,CN,1697219601
310,ciudad satelite,19.5167,-99.25,23.28,46,9,2.71,MX,1697219601
311,san patricio,28.017,-97.5169,31.92,58,22,1.08,US,1697219602
312,lebu,-37.6167,-73.65,12.06,69,98,8.7,CL,1697219602
313,pisco,-13.7,-76.2167,22.23,73,0,3.6,PE,1697219602
314,santana do livramento,-30.8908,-55.5328,16.26,50,0,4.24,BR,1697219539
315,eydhafushi,5.1033,73.0708,27.16,79,100,2.66,MV,1697219603
316,coronel suarez,-37.4547,-61.9334,20.85,20,2,5.41,AR,1697219603
317,mossel bay,-34.1831,22.146,15.96,86,32,2.39,ZA,1697219604
318,vipiteno,46.8925,11.4301,18.59,98,24,2.55,IT,1697219604
319,prince rupert,54.3161,-130.3201,11.83,85,75,2.57,CA,1697219604
320,kolonia town,6.964,158.206,27.33,72,100,5.49,FM,1697219605
321,eastham,41.8301,-69.9739,16.01,64,20,4.12,US,1697219605
322,fortuna,40.5982,-124.1573,13.19,97,100,5.66,US,1697219605
323,margate,51.3813,1.3862,18.28,78,96,2.24,GB,1697219606
324,uberaba,-19.7483,-47.9319,23.32,83,75,5.66,BR,1697219578
325,bodo,67.28,14.405,4.32,67,0,11.32,NO,1697219606
326,taoudenni,22.6783,-3.9836,33.43,12,0,3.87,ML,1697219607
327,mulayjah,27.271,48.4242,29.71,35,0,2.25,SA,1697219607
328,port blair,11.6667,92.75,26.02,94,20,1.03,IN,1697219608
329,portland,45.5234,-122.6762,19.96,59,40,6.17,US,1697219458
330,fale old settlement,-9.3852,-171.2468,28.44,73,81,10.45,TK,1697219608
331,alofi,-19.0595,-169.9187,20.94,94,71,0.51,NU,1697219609
332,remire-montjoly,4.9167,-52.2667,33.02,62,20,6.17,GF,1697219609
333,freetown,8.484,-13.2299,28.84,79,75,2.57,SL,1697219610
334,santiago,-33.4569,-70.6483,26.83,28,0,3.6,CL,1697219606
335,hamilton,39.1834,-84.5333,25.5,55,0,3.09,US,1697219610
336,fang,19.9169,99.2145,21.41,99,67,0.52,TH,1697219509
337,bahir dar,11.5936,37.3908,17.57,86,73,1.48,ET,1697219611
338,bolgatanga,10.7856,-0.8514,30.5,54,92,2.0,GH,1697219611
339,mizdah,31.4451,12.9801,23.42,32,1,4.37,LY,1697219612
340,fuglafjordur,62.244,-6.814,5.26,84,100,20.13,FO,1697219612
341,albemarle,35.3501,-80.2001,28.12,51,0,3.09,US,1697219400
342,ancud,-41.8697,-73.8203,11.74,65,60,2.13,CL,1697219612
343,hami,42.8,93.45,17.86,26,0,1.81,CN,1697219613
344,masterton,-40.9597,175.6575,11.6,78,53,4.59,NZ,1697219613
345,waddan,29.1614,16.139,25.59,28,3,3.56,LY,1697219613
346,kapsan-up,41.0903,128.2933,8.73,66,100,0.94,KP,1697219614
347,copala,16.65,-98.9833,29.42,70,46,2.75,MX,1697219614
348,dryden,49.7833,-92.7503,8.16,71,40,6.17,CA,1697219614
349,ponta delgada,37.7333,-25.6667,21.4,88,40,4.63,PT,1697219615
350,missoula,47.0166,-113.8009,9.91,64,99,1.68,US,1697219402
351,kenai,60.5544,-151.2583,2.83,95,100,2.57,US,1697219615
352,loango,-4.6719,11.8312,25.76,86,69,4.07,CG,1697219616
353,karagandy,49.8019,73.1021,-1.03,45,64,2.27,KZ,1697219616
354,saldanha,-33.0117,17.9442,16.03,83,45,5.77,ZA,1697219616
355,namibe,-15.1961,12.1522,19.43,78,16,2.8,AO,1697219617
356,north battleford,52.7834,-108.2847,10.22,71,0,5.14,CA,1697219540
357,zhangjiakou,40.81,114.8794,9.1,52,0,2.11,CN,1697219617
358,katsuren-haebaru,26.3369,127.8719,25.01,70,0,3.6,JP,1697219618
359,el calafate,-50.3408,-72.2768,9.15,70,6,4.66,AR,1697219618
360,dunedin,-45.8742,170.5036,12.67,51,68,1.79,NZ,1697219618
361,labasa,-16.4167,179.3833,23.71,93,70,2.56,FJ,1697219619
362,kavieng,-2.5744,150.7967,27.56,80,60,2.12,PG,1697219619
363,sorong,-0.8833,131.25,26.47,88,100,3.7,ID,1697219619
364,vadso,70.0744,29.7487,1.09,80,75,2.06,NO,1697219620
365,pontes e lacerda,-15.2261,-59.3353,37.03,29,36,2.19,BR,1697219620
366,praia da vitoria,38.7333,-27.0667,20.14,88,20,4.3,PT,1697219620
367,devils lake,48.1128,-98.8651,11.06,64,100,9.26,US,1697219351
368,deir ez-zor,35.3359,40.1408,27.06,31,0,2.65,SY,1697219621
369,port macquarie,-31.4333,152.9167,9.94,79,0,2.5,AU,1697219621
370,fort-shevchenko,44.5086,50.263,15.33,61,100,7.68,KZ,1697219622
371,raja,8.4596,25.678,24.12,78,98,0.27,SS,1697219622
372,st. john's,47.5649,-52.7093,13.77,96,100,4.63,CA,1697219400
373,salto,-31.3833,-57.9667,18.82,39,0,3.13,UY,1697219440
374,mandalgovi,45.7625,106.2708,7.52,32,1,4.02,MN,1697219623
375,ola,59.5833,151.2833,-1.99,56,92,3.04,RU,1697219623
376,morteros,-30.7116,-61.9986,22.23,16,0,3.83,AR,1697219547
377,belmonte,-15.8631,-38.8828,27.59,69,96,5.9,BR,1697219624
378,chibougamau,49.9168,-74.3659,8.79,93,100,3.09,CA,1697219624
379,mwinilunga,-11.7358,24.4293,19.68,80,92,1.97,ZM,1697219624
380,keflavik,64.0049,-22.5624,2.24,44,75,9.77,IS,1697219625
381,opuwo,-18.0607,13.84,26.93,18,36,5.72,NA,1697219625
382,la paz,-16.5,-68.15,18.99,27,75,4.63,BO,1697219625
383,erenhot,43.6475,111.9767,9.33,29,0,4.16,CN,1697219626
384,huarmey,-10.0681,-78.1522,22.13,75,20,4.69,PE,1697219626
385,pathein,16.7833,94.7333,24.75,90,16,2.13,MM,1697219627
386,petrovsk,52.3064,45.3917,7.45,80,56,3.03,RU,1697219627
387,pokhara,28.2333,83.9833,17.37,84,0,2.6,NP,1697219627
388,tshikapa,-6.4167,20.8,27.77,53,42,0.6,CD,1697219627
389,jurmala,56.968,23.7704,11.1,76,40,6.69,LV,1697219628
390,langepas,61.2544,75.2124,3.54,96,100,6.11,RU,1697219628
391,takoradi,4.8845,-1.7554,26.09,87,94,4.35,GH,1697219464
392,port hedland,-20.3167,118.5667,22.03,56,0,2.57,AU,1697219629
393,igarka,67.4667,86.5833,0.74,88,100,5.6,RU,1697219629
394,egilsstadir,65.2653,-14.3948,0.95,75,75,8.23,IS,1697219630
395,al qusiyah,27.4402,30.8184,27.15,32,0,4.34,EG,1697219630
396,nuuk,64.1835,-51.7216,4.34,70,100,9.26,GL,1697219630
397,kudahuvadhoo,2.6708,72.8944,27.73,71,64,4.27,MV,1697219631
398,oranjemund,-28.55,16.4333,15.21,74,6,9.57,NA,1697219631
399,thinadhoo,0.5333,72.9333,27.64,72,73,3.87,MV,1697219631
400,basco,20.4487,121.9702,27.57,73,35,5.26,PH,1697219632
401,vanimo,-2.6741,141.3028,25.98,91,57,2.36,PG,1697219632
402,altai,46.3722,96.2583,5.16,34,11,1.32,MN,1697219633
403,roosevelt,33.9668,-103.4505,15.5,27,0,4.99,US,1697219633
404,morrope,-6.5417,-80.0111,24.06,59,30,6.39,PE,1697219633
405,cascavel,-24.9558,-53.4553,22.78,64,75,3.6,BR,1697219634
406,port alfred,-33.5906,26.891,15.1,98,94,0.89,ZA,1697219634
407,colonia,50.9333,6.95,22.76,62,0,3.6,DE,1697219486
408,songea,-10.6833,35.65,25.27,33,58,2.84,TZ,1697219635
409,lubang,13.8584,120.124,28.78,75,62,5.24,PH,1697219635
410,lerwick,60.1545,-1.1494,8.0,71,90,13.6,GB,1697219635
411,namanyere,-7.5167,31.05,22.17,53,73,0.84,TZ,1697219636
412,nouadhibou,20.931,-17.0347,31.99,37,24,4.63,MR,1697219420
413,port douglas,-16.4833,145.4667,21.48,79,84,2.74,AU,1697219636
414,vila franca do campo,37.7167,-25.4333,21.23,86,100,6.06,PT,1697219637
415,consett,54.854,-1.8316,9.46,74,33,8.24,GB,1697219637
416,mejit,10.2753,170.8646,27.92,78,59,4.6,MH,1697219638
417,kaitong,44.8135,123.15,10.32,91,1,2.98,CN,1697219638
418,brookings,44.3114,-96.7984,7.28,97,100,7.2,US,1697219613
419,urkarakh,42.163,47.6307,7.46,61,0,1.33,RU,1697219639
420,rincon,32.296,-81.2354,21.98,73,100,5.14,US,1697219639
421,selty,57.3132,52.1345,7.01,82,58,5.7,RU,1697219639
422,quelimane,-17.8786,36.8883,28.97,54,0,6.71,MZ,1697219640
423,sambava,-14.2667,50.1667,24.02,93,37,1.07,MG,1697219640
424,labrador city,52.9463,-66.9114,7.95,87,100,4.12,CA,1697219640
425,waterloo,43.4668,-80.5164,14.32,66,75,2.57,CA,1697219525
426,shimoda,34.6667,138.95,17.45,64,26,1.6,JP,1697219641
427,turki,51.987,43.2731,7.57,74,30,2.78,RU,1697219641
428,akureyri,65.6835,-18.0878,-0.04,74,75,4.63,IS,1697219642
429,mtambile,-5.3833,39.7,25.42,85,8,3.55,TZ,1697219642
430,magadan,59.5667,150.8,-2.32,53,91,3.13,RU,1697219642
431,east london,-33.0153,27.9116,16.52,94,100,7.72,ZA,1697219643
432,ghat,24.9647,10.1728,28.62,20,6,5.01,LY,1697219643
433,ballina,-28.8667,153.5667,15.99,70,59,0.87,AU,1697219643
434,touros,-5.1989,-35.4608,28.75,66,2,7.35,BR,1697219644
435,kirakira,-10.4544,161.9205,25.53,87,95,3.13,SB,1697219644
436,san luis de la loma,17.2706,-100.8939,29.1,74,28,2.77,MX,1697219644
437,bereket,39.2446,55.5154,14.7,26,0,9.05,TM,1697219645
438,taltal,-25.4,-70.4833,18.28,68,14,3.0,CL,1697219645
439,mananjary,-21.2167,48.3333,23.11,87,3,4.31,MG,1697219646
440,i-n-salah,27.1935,2.4607,31.69,12,68,3.97,DZ,1697219646
441,colares,38.7992,-9.4469,23.32,86,75,11.18,PT,1697219647
442,hobyo,5.3505,48.5268,27.86,78,3,5.19,SO,1697219647
443,nova olimpia,-14.7972,-57.2881,33.63,40,45,0.44,BR,1697219647
444,berrechid,33.2655,-7.5875,24.83,61,0,4.12,MA,1697219648
445,lompoc,34.6391,-120.4579,24.88,46,100,0.89,US,1697219600
446,pimentel,-6.8367,-79.9342,24.16,64,0,5.66,PE,1697219648
447,sinop,41.7711,34.8709,11.69,71,1,1.14,TR,1697219649
448,emerald,-23.5333,148.1667,19.08,24,7,6.83,AU,1697219399
449,conception bay south,47.4999,-52.9981,13.64,93,100,3.09,CA,1697219649
450,muscat,23.6139,58.5922,30.01,62,0,2.8,OM,1697219650
451,sao jose da coroa grande,-8.8978,-35.1478,27.59,71,35,5.41,BR,1697219650
452,odda,60.0691,6.5457,10.43,98,100,5.21,NO,1697219650
453,sangju,36.4153,128.1606,12.77,88,60,0.93,KR,1697219651
454,estevan,49.1334,-102.9842,8.11,71,100,5.14,CA,1697219651
455,puerto baquerizo moreno,-0.9,-89.6,27.55,69,75,6.17,EC,1697219652
456,wanning,18.8003,110.3967,24.91,86,100,3.57,CN,1697219652
457,along,28.1667,94.7667,18.87,98,37,0.78,IN,1697219652
458,kasempa,-13.4584,25.8338,22.17,54,85,1.31,ZM,1697219653
459,kruisfontein,-34.0033,24.7314,12.63,93,82,1.68,ZA,1697219653
460,mariental,-24.6333,17.9667,24.09,11,0,4.76,NA,1697219654
461,san andres,12.5847,-81.7006,33.01,66,20,3.09,CO,1697219654
462,holualoa,19.6228,-155.9522,24.37,77,40,2.06,US,1697219655
463,valparaiso,-33.0393,-71.6273,24.13,49,0,6.17,CL,1697219371
464,tulcan,0.8,-77.7167,17.97,55,75,6.17,EC,1697219655
465,yabrud,33.9674,36.6574,15.71,54,3,1.25,SY,1697219656
466,chinde,26.8418,88.0763,15.17,85,11,2.0,NP,1697219656
467,ugoofaaru,5.6667,73.0,26.62,82,100,3.93,MV,1697219656
468,kabalo,-6.05,26.9167,21.58,91,89,2.14,CD,1697219657
469,nyagan,62.1406,65.3936,5.23,87,100,4.65,RU,1697219657
470,scarborough,54.2797,-0.4044,11.48,80,91,0.89,GB,1697219377
471,kawasaki,35.5206,139.7172,17.79,62,0,2.06,JP,1697219658
